F3,F1,Fz,F2,F4,FFC5h,FFC3h,FFC1h,FFC2h,FFC4h,FFC6h,FC5,FC3,FC1,FCz,FC2,FC4,FC6,FTT7h,FCC5h,FCC3h,FCC6h,FTT8h,C5,C3,C1,Cz,C2,C4,C6,TTP7h,CCP5h,CCP3h,CCP1h,CCP2h,CCP4h,CCP6h,TTP8h,CP5,CP3,CP1,CPz,CPP5h,CPP3h,CPP1h,CPP2h,CPP4h,CPP6h,P3,P1,Pz,P2,P4,PPO1h,PPO2h
-39.516069974847134,-35.1277899754794,-30.566353948892377,-28.026577124068115,-26.32999515340742,-26.110888527491777,-30.198480431953197,-29.54632328297404,-25.970463082317064,-19.634701216211813,-16.558677576493274,-24.826439459934992,-21.356802467931555,-23.582447601543215,-24.81952469134359,-24.351310917222833,-16.08415224517331,-7.6260086931473685,-15.55543565197,-12.91817572582851,-21.592167026942164,-16.909350047536456,-7.9750086625739245,-10.121329336958608,-15.954224094566625,-22.140410181802718,-27.11360134313625,-24.551855556641737,-18.188875731223092,-7.629458754752713,-7.602717674000727,-30.486050624375427,-10.31988631982094,-21.266192692912167,-28.010822934330147,-21.283245829850532,-52.287004260706794,-12.892980043602265,-12.218223652246076,-16.01356997580355,-18.82951734065931,-6.14501149657409,-7.295047675391659,-10.199531828830718,-20.886100560186815,-21.924400358016715,-17.813984422608442,-13.55505965238404,-4.16230212119199,-5.314176264403282,-18.63445273349725,-17.5998311327539,-14.192360327183874,-21.453770295935037,0.8786701681410678
-37.34006064006617,-33.508966522794516,-29.06186073195086,-26.15099226817269,-24.895506833566735,-23.903651587776128,-28.8452635712984,-28.41933186467263,-24.432422632908118,-17.59612609169643,-14.690474227205975,-22.453620472498674,-20.149899914876432,-22.04965218325076,-23.471294480874203,-23.083749486334035,-14.25120097853342,-6.415762308245357,-11.354632459060447,-9.817505053455845,-20.466953724280373,-15.448503650829995,-7.046148245810346,-6.5018225858781085,-14.361129902056033,-21.364261920884193,-26.665385986756352,-23.917991447602827,-17.242829355137935,-7.439100280545225,-2.20908533390398,-28.200439581585208,-9.073313463451244,-21.33805652888305,-28.51502864057436,-22.013653886883354,-50.54035889505574,-13.402698356272797,-9.379621029471819,-14.809620754722982,-17.99747308150137,-6.448483806524278,-5.861149089628927,-9.845061893551632,-21.02072042357964,-22.1835782711827,-18.684154313189207,-13.627622441166428,-3.3884138276842046,-4.91306013936176,-18.675386318807398,-17.813766911366063,-14.228895423607216,-21.26948648663126,1.2696488873483665
-35.4655110249007,-32.032114555820435,-27.725210164875357,-24.23998618834891,-23.302417664522054,-22.306551921941693,-27.665901361836653,-27.40360023585133,-22.99964744543217,-15.796699629431693,-12.89902183877831,-20.7041539568298,-19.24803416650789,-20.788891400078498,-22.233044563458815,-21.93024643331271,-12.309769935660544,-5.359102169059367,-6.939791075163539,-6.990461996926699,-19.512735133428617,-14.305634802752976,-6.108957228986279,-2.962158062417065,-12.954181922956119,-20.678449068530167,-26.378609082160345,-23.24076077231932,-16.449893652114458,-7.638406265249075,2.51822925163063,-26.10394873210828,-7.993359541060457,-21.606870664974597,-29.18728001536383,-23.041927400612074,-47.50071361522195,-13.407539062942753,-6.684104344995909,-13.894849521457555,-17.25768674495631,-6.867659533851438,-4.8530602596273305,-9.88371905473135,-21.588821493575114,-22.56574127992742,-19.462974073552758,-13.73421682598883,-3.251691732135547,-4.976175816812641,-18.825858090433645,-18.386827441165902,-14.509978272929423,-21.63646506763009,1.1526033166237415
-34.088924844731864,-30.891935893535955,-26.70367197027486,-22.533372203126987,-21.64845269341126,-21.464394743535017,-26.77530577984184,-26.554653024525376,-21.774108006704935,-14.405515772409357,-11.393630114554533,-19.76089938578951,-18.713511203726352,-19.92407320521543,-21.19534204892933,-20.933523192936207,-10.577466576663126,-4.705685888782954,-3.0548762484351837,-4.69849752914225,-18.819820584158638,-13.763599519276532,-5.418862876607393,-0.00014173186589938602,-11.951184758119146,-20.18055374660502,-26.21110030667965,-22.63496390095482,-15.968993580279793,-8.323007315697573,5.840793115322908,-24.481611524381755,-7.204416072737905,-21.989146794074138,-29.804953013632208,-24.13362698526109,-43.99361252585211,-13.13099569703434,-4.488785461517233,-13.422629365444475,-16.74615027162025,-7.26976510231749,-4.5023079365168455,-10.331680156744845,-22.504923245401915,-22.956782161460534,-19.97133404864786,-13.921779262314866,-3.7996682035029603,-5.530785553719768,-19.039668705899718,-19.18366648182202,-15.001590311723213,-22.478813384410913,0.5621111069930942
-33.28546364858801,-30.1729418825151,-26.04205992388863,-21.162985437103178,-20.033425582012676,-21.378532262956536,-26.197329768539095,-25.838075094143694,-20.76349317489046,-13.454075468985899,-10.291134262832305,-19.662003481213816,-18.515793858621212,-19.4218593760575,-20.35829718582604,-20.06156865750106,-9.245630829664199,-4.561455296405543,-0.370464458761655,-3.0509630808859836,-18.3866679588149,-13.888332920757748,-5.114553523655084,1.9501520505661187,-11.467399951170089,-19.873681289429044,-26.02719708612626,-22.119732325516697,-15.787543267348886,-9.471389813313067,7.384400582454665,-23.580789678170508,-6.780649910160008,-22.32658837951634,-30.101567992626457,-24.942316620908834,-41.03109209643653,-12.838021724062402,-3.1665824120178376,-13.482578870741609,-16.551052709278615,-7.511693288589098,-4.998107288422933,-11.117953840486265,-23.594829327919513,-23.249567246238644,-20.0424217876609,-14.163285097552835,-4.983912884657274,-6.507409801001949,-19.271558015156124,-20.019409235882996,-15.623819158636174,-23.644360784373152,-0.3732013932647229
-33.061317773023674,-29.87566917605695,-25.722929492164194,-20.169458144104574,-18.590865219082048,-21.965638771304615,-25.906497166465883,-25.19469505476558,-19.92762606021414,-12.868028276436021,-9.617853991110092,-20.349101993180508,-18.590565954092096,-19.153635301576383,-19.675506584692,-19.261024700170857,-8.362283184026955,-4.869829368200028,0.6280023267383026,-2.0765815309356768,-18.169582091602926,-14.521299011329116,-5.1824087002429575,2.5812505800008267,-11.53220651590257,-19.693397186969587,-25.66360081151638,-21.631162255137006,-15.742425034009564,-10.917860125387968,7.133078930768894,-23.597606972678157,-6.766194328420253,-22.458000177200056,-29.85525038978259,-25.11773838594343,-39.07461095984221,-12.701150203331213,-3.0376347942198376,-14.105806386218985,-16.701311217647987,-7.489732809572829,-6.417595553116408,-12.097141533929625,-24.630523854716678,-23.363082834142652,-19.55363750307989,-14.354830444375692,-6.644879195972889,-7.733132397245094,-19.46473605448395,-20.692290685470415,-16.25330921738353,-24.906678321584828,-1.4309753631295115
-33.391460773588854,-29.946119080677022,-25.703275091519956,-19.533504664750062,-17.48611706236864,-23.106564224321108,-25.865672940384453,-24.60038193016358,-19.22369424637817,-12.521927619531082,-9.324320668951849,-21.7046742717385,-18.87860264604196,-18.969614359321277,-19.096199553764247,-18.50387866771407,-7.860042446005351,-5.444322373773776,-0.27778898545918174,-1.790820945025546,-18.12860340396976,-15.345382184036,-5.476537079775132,1.772935685791562,-12.109938024181327,-19.548031047901834,-25.00292355530787,-21.05666204689746,-15.591924370560493,-12.379648084005026,5.3345668153593735,-24.64723147835054,-7.181761011870195,-22.277294985806353,-28.94865400818494,-24.408242894332503,-38.42718335514865,-12.727660063153994,-4.271601020760706,-15.257105250296775,-17.152906371737625,-7.162864712704587,-8.664013708096634,-13.073661819745027,-25.37088278165647,-23.240216817933398,-18.45274519828409,-14.342842893759295,-8.523477501024736,-8.95442513220074,-19.536486953208534,-21.0157302746109,-16.736513462378547,-25.98661081577881,-2.3165670456918637
-34.22904338901238,-30.300922242136135,-25.93152693319272,-19.208086050019656,-16.877830125361637,-24.66770631848969,-26.042657227764654,-24.0934611843119,-18.63823532674468,-12.29369921703772,-9.313002025369165,-23.56557056068554,-19.33763130326115,-18.762111128481628,-18.595162567575233,-17.810332412367867,-7.607515038000456,-6.032764574080382,-2.9838025591530943,-2.2229835097568866,-18.24645004735746,-15.993012614382016,-5.78167863059532,-0.3625632077945127,-13.11053028984235,-19.3581623956546,-24.02056480838721,-20.275139090035555,-15.104627372204286,-13.529845528420534,2.379559721501937,-26.717425614469473,-8.007563448398104,-21.757544431813198,-27.38629777339164,-22.730241568579597,-38.90690734497063,-12.781815887515323,-6.802624367823421,-16.817228280243203,-17.78119691775634,-6.545269352952498,-11.43379161659798,-13.829770742264186,-25.59754746800498,-22.828385641304887,-16.76108134473533,-13.980413591599602,-10.290225228780393,-9.878544712517535,-19.369674218260293,-20.847433263225497,-16.90918081956709,-26.593319069894633,-2.7158783967306226
-35.48370149145832,-30.835443512512835,-26.34542044276364,-19.13565745870298,-16.85450444886092,-26.496049661462504,-26.400656769642843,-23.755373901272538,-18.186630841149217,-12.097360135848207,-9.461932631481183,-25.71697166156299,-19.921288945663736,-18.491058496364015,-18.17482464899906,-17.2335133337394,-7.466692811367481,-6.399654999467397,-7.057866202461072,-3.3948755356756894,-18.51666754829814,-16.16337332180639,-5.897478717363717,-3.4626398066776227,-14.390817946256576,-19.07227420556795,-22.78713489495971,-19.196541096379637,-14.137552097275684,-14.09449939875692,-1.2859912594283422,-29.615465023379933,-9.145937163252185,-20.941279864452316,-25.278637771559417,-20.191383185357115,-39.958133545239,-12.687007381496471,-10.283834791431076,-18.566544490243103,-18.386321326247096,-5.676674548622661,-14.245646784055527,-14.157152641470079,-25.14385749878075,-22.05840284230027,-14.56218233455893,-13.18166744944972,-11.60238631987658,-10.227443046977799,-18.817572224359328,-20.10647368439218,-16.623401782627745,-26.479251985974457,-2.3624980721816584
-36.993454470796365,-31.42570501084757,-26.862676072072595,-19.251696997631242,-17.383676300482353,-28.403651137860702,-26.876649397649967,-23.660164356657837,-17.889475876585262,-11.900781980219314,-9.647860300424142,-27.888558525644743,-20.550306337209996,-18.16991123222441,-17.846908768704186,-16.825041541467215,-7.3285390469997465,-6.387136950367269,-11.801875926423666,-5.256534885411076,-18.903504837957367,-15.70217561025644,-5.700780175001769,-6.952475869276699,-15.748686108877797,-18.660808053058616,-21.4273146033648,-17.785065634505933,-12.672512693081243,-13.932738221049288,-5.210369445649803,-32.9555284042653,-10.394776209916298,-19.89907600337754,-22.794236165733892,-17.04994948306501,-41.226173867184585,-12.341226754921287,-14.121127789970323,-20.192003333346634,-18.71724949365418,-4.585918161997498,-16.538782868867923,-13.897275775295181,-23.928670103636605,-20.847472910774485,-11.9946559197993,-11.958847548971464,-12.191665827035706,-9.806394651465745,-17.744936280435848,-18.788522307912007,-15.786545073645495,-25.512958498813703,-1.113000549837495
