F3,F1,Fz,F2,F4,FFC5h,FFC3h,FFC1h,FFC2h,FFC4h,FFC6h,FC5,FC3,FC1,FCz,FC2,FC4,FC6,FTT7h,FCC5h,FCC3h,FCC6h,FTT8h,C5,C3,C1,Cz,C2,C4,C6,TTP7h,CCP5h,CCP3h,CCP1h,CCP2h,CCP4h,CCP6h,TTP8h,CP5,CP3,CP1,CPz,CPP5h,CPP3h,CPP1h,CPP2h,CPP4h,CPP6h,P3,P1,Pz,P2,P4,PPO1h,PPO2h
3.850735128198254,7.9016102952558604,6.1606362094927425,3.764855648536015,-5.195039995056041,15.163245214193987,13.855069750145471,13.20321649397853,16.916852350844316,12.377451707622447,4.313369050088051,13.61569471952274,20.312703047473484,20.848304908153185,17.72728547567893,17.70657790595737,6.559328735144496,-5.08337772790347,13.544826604053362,7.659612457278573,25.551268370492362,5.2124988815652635,-5.893379034538462,12.890923716512093,21.842748391326893,25.30927699941715,32.128532927689626,23.716526918044508,15.074553245164873,5.199034501267836,20.900324868757764,23.33273268147259,26.360665493352673,30.101186273648562,25.75373070632735,23.381894605866684,-24.46760559239919,1.523795649674934,19.406491038062885,24.01516603237952,29.769061806845393,27.06785926968012,22.15480185651447,22.113163545828357,27.54778930531726,27.46562537884632,17.315157864431804,8.147633633404702,24.489501450419475,24.132557328410204,27.446776090937064,17.40899344627985,13.44430602085289,19.628408463277655,19.190757465108145
3.112132435930995,7.546048387744882,5.340303605120652,3.1431541843637305,-5.246752519290145,14.081019498353728,13.043667395498435,12.487622519575744,15.815735066320824,11.152674634973417,3.029271711039184,11.80889584239665,19.54073737342499,19.958625914462676,16.9216833190594,16.883936360667605,6.44374738820166,-4.4080279990794535,12.946271502610614,8.263462120444967,25.28868105015476,4.5982357479582845,-5.100795129836488,12.373480350909164,21.142340200631402,24.519303978044597,31.06515863115893,22.579237278169266,14.071129722526221,5.021380095123706,18.929595867216555,23.297569325870594,25.236280758286423,29.082230231985136,24.387390271697512,21.97377639039506,-22.613319219471602,1.6655571699689693,19.87890867241522,23.376378069268835,28.543150378996224,26.10981473876731,21.622185349692753,21.146856988492388,26.133303711791253,26.082451089952407,14.86634740126481,6.245236581476739,23.50270405171811,23.268751668202633,25.42402712540598,14.682020197574108,9.978897760460551,17.787249109395365,16.403194577514917
1.7698203626359825,6.679035683834051,3.950036334406902,1.8923023979106572,-6.616019657207004,12.493659968223044,11.942395733898806,11.315459928187,14.31145620225469,9.350534831389192,1.0602723918069379,9.624029149357781,18.244584120813492,18.774835496143965,15.644914430186395,15.530829491485859,5.625220818463208,-3.8747991618642033,12.272439701495728,8.281871863090593,24.72331102911919,3.3573588979610745,-4.559670833759174,12.254969788741489,20.29813089102042,23.454689072418123,29.82289229145793,20.95941241390107,12.358492663660202,3.9496246753637356,16.787113847335654,22.77345659426361,23.939904906114084,27.656301976517828,22.562487619331492,19.99816027256857,-21.363837487671358,2.2598319865922853,19.93041611529689,22.461899737829828,27.06774603318598,24.5585436388761,20.7466850478517,20.086580023189406,24.444956817087853,24.305202218165846,12.128331107739152,3.8332365343164225,22.290237717348138,22.11645047789969,23.074912665515146,11.646751919678177,6.142407072869515,15.707295689125218,13.121853063877545
-0.01581949342648259,5.340707743558189,2.077474701992215,0.05099824970026123,-9.200653995499025,10.643639955512105,10.627301956850566,9.76100321269063,12.450892375787854,7.0647265324226645,-1.435690381758429,7.382323569705656,16.543125464827988,17.354250369513593,13.903206237064978,13.659847666974379,4.033585582583323,-3.83211682784932,11.693888153899671,7.669439473035755,23.806519246985342,1.5840803903490692,-4.6243641804999065,12.438614023595688,19.37140492183549,22.16840820347931,28.386865919880822,18.841577110906943,9.949821875282664,2.3204673905284006,14.838256392199487,21.82413482388657,22.561768035361045,25.924246146895563,20.354201402164477,17.453759894928943,-20.948795544752496,2.834247353824561,19.46897730353243,21.327746245990678,25.471336648424803,22.556798301061765,19.609201872625082,18.917577783562184,22.557788764422863,22.12966842208823,9.243735235194755,0.9150537316515699,20.936964128769567,20.720847180850786,20.576455460250717,8.51746275073581,2.088371614928807,13.48792640931866,9.611399519809675
-2.030926059830035,3.6331796069131475,-0.10954627940014627,-2.229982724656436,-12.619567552321765,8.8288257070741,9.178620600647356,7.938503494161458,10.330720486397285,4.488310740566006,-4.181807082797239,5.412094818831253,14.593097079243355,15.748565603384593,11.777525846330532,11.376511514851055,1.7722767212359711,-4.584261038293239,11.254943904658072,6.465973815538174,22.538023778304215,-0.49329644747124446,-5.558485786670596,12.667318526421935,18.396658706071726,20.702249230467075,26.7329834034148,16.30752992604785,7.001924984182834,0.6192728035478208,13.374145882004939,20.551599035311224,21.137518490911134,24.007640320059483,17.875784939811503,14.448244847060538,-21.29230499301897,2.852866781895119,18.485847061602733,20.01649977987064,23.82365553157372,20.298140171150692,18.302287755581503,17.61015011312046,20.513685102170896,19.56345330283694,6.339724500946227,-2.374934244929447,19.51695071197783,19.12642282440903,18.079938053086867,5.459159107835041,-2.002777630466781,11.180482978622816,6.119471901017034
-4.051166475601651,1.696344086385519,-2.4180480775593844,-4.744142804666902,-16.32417861185653,7.346332831150786,7.66658787125128,5.970764859324411,8.065051774172561,1.854807607804412,-6.858406818409174,3.99335894344012,12.569573250707606,13.991535938389108,9.39688286481811,8.849333196621018,-0.8998379439306499,-6.277548934068244,10.866289829355203,4.785113916972339,20.96985376208588,-2.5852990390320243,-7.433435738600499,12.6236045695354,17.395829924791585,19.08192587592284,24.832019866058253,13.51553232178198,3.772691351739652,-0.7164080199080081,12.548798592183324,19.079879792356465,19.663370703372212,22.017146206614445,15.241612043119936,11.174291748013491,-22.230871142567462,1.903839357618903,17.083137602477876,18.56653896937795,22.131577073584,17.956715404528023,16.906253241092557,16.13158602921962,18.31748398297083,16.632862041498598,3.497271977483798,-5.795924533767548,18.07464757903149,17.35872834113965,15.668738585140172,2.544214491223788,-5.94770740395187,8.784685266069392,2.813898135119054
-5.897840149265962,-0.33816860057714315,-4.702480695341344,-7.302002443326829,-19.76074912799947,6.406169521733846,6.127507724834083,3.9502503732318415,5.744212441144302,-0.6395666559982891,-9.19879472404198,3.2803428715342897,10.623941787430686,12.086411006464552,6.890688029753871,6.253137646410983,-3.6412753017143986,-8.829760594766668,10.35655992406475,2.8047688485191364,19.193926817591482,-4.446876799724297,-10.083647117932152,12.04127681176706,16.388342379843458,17.322529260564167,22.656195266993343,10.65518507389232,0.5486543564716206,-1.4907024988496138,12.345403933471015,17.53372878073763,18.118326249945095,20.027276864143253,12.538379605604154,7.85724821327508,-23.826196378837633,-0.14696770999208475,15.458032185133131,17.016060480261995,20.34958436749462,15.631597927273445,15.463379412194172,14.449017893640539,15.940740410851653,13.381575939486067,0.7337438157151275,-9.075581728668512,16.603622927863565,15.408504548323126,13.331748536240578,-0.25213405105633324,-9.588696770390369,6.2638886068456925,-0.2549454142638097
-7.4736495590441585,-2.377740567432282,-6.910611879895225,-9.78096294251438,-22.527029169804486,6.058933190871757,4.556879026572829,1.9183987043050506,3.415495730574267,-2.8888494193033,-11.06349188370869,3.2503859000603073,8.846890397153565,10.014715520292347,4.356275632083488,3.7209947935801373,-6.137490968223919,-11.931435371184769,9.543571900725375,0.7240537939342846,17.308635713966602,-5.9778157818093405,-13.139630478607588,10.781090247349029,15.371475339560424,15.423725678617172,20.17865716519753,7.882388684925169,-2.4453519903638843,-1.8567739395665361,12.585016512320394,16.008681026746704,16.48077683408832,18.051553815937243,9.800806189840593,4.681243573841634,-25.717440058002406,-3.117665743909809,13.842663767191048,15.393876291402055,18.399828951035268,13.31929933531895,13.97306119187369,12.536949545685811,13.345011965468363,9.87386450795797,-1.9736219227633645,-11.979565442247953,15.05266271659297,13.235586974348045,10.976052851096432,-3.022821748815125,-12.794815875247041,3.5779912228503292,-3.1479469046355333
-8.789957373652783,-4.392561017791515,-9.090009026787563,-12.153912416957628,-24.483291911905667,6.159171107203953,2.9093854673795905,-0.13476177226477304,1.0762891939950192,-4.905715531657604,-12.480590866470111,3.688276803912402,7.2435687775217374,7.755336681008495,1.8407301248197387,1.3112825977491123,-8.194331136803552,-15.112966169535234,8.324822002868832,-1.295895023609218,15.379903797546117,-7.25673521843386,-16.11816560710098,8.864281318410432,14.30297455477688,13.37730605014758,17.39189302276932,5.277460510727425,-5.104615735868336,-2.262669715520861,12.99394161515336,14.550073956618153,14.743329464908516,16.043459405990497,7.011342365980443,1.7332858677934033,-27.73056961635967,-6.566406671410418,12.432911530846138,13.711856049313472,16.21051872826508,10.929584485256155,12.400522192148433,10.381136144502372,10.505641626576903,6.200947406537762,-4.658299117275087,-14.369908139228531,13.344149478842933,10.793299996600194,8.474979136596705,-5.858270791444002,-15.465885464452459,0.7288923469835238,-5.982026945299014
-9.963581232038019,-6.419684090527852,-11.352819738194583,-14.476732028474142,-25.778735331781235,6.382493553912985,1.1098382899577777,-2.2548050159746476,-1.3099575297563097,-6.80591071683642,-13.626498291939788,4.217200046706202,5.731710855774317,5.305959157829586,-0.6568245215827297,-0.99625103252917,-9.790317223941596,-17.873453886047848,6.734622569025277,-3.1685096855007076,13.418183077253978,-8.50007200609388,-18.560840160154974,6.450439943633407,13.092638924082983,11.174689233184989,14.32526054985955,2.8357696013595293,-7.451243605798409,-3.263781567405256,13.295114666380634,13.144192859839723,12.904791640740203,13.919792156732928,4.129098129907456,-1.0044580057323143,-29.962221682671608,-9.935980233549872,11.321245360973787,11.956798513511607,13.746464311870636,8.341937300472159,10.699661533620317,7.98511197501981,7.436908606049961,2.4896141641091445,-7.326197945563393,-16.22156440927992,11.407202782688938,8.067116966690142,5.736589775032019,-8.766611776214578,-17.524996588673865,-2.2043787910563166,-8.846485034553416
